admin0Name_en,admin0Name_ar,admin0Pcode,admin1Name_en,admin1Name_ar,admin1Pcode,admin2Name_en,admin2Name_ar,admin2Pcode,admin3Name_en,admin3Name_ar,admin3Pcode,admin4Name_en,admin4Name_ar,admin4Pcode,LocationName_en,LocationName_ar,Location_Pcode,location_type,LastUpdateDate,Latitude_y,Longitude_x,"Hosting individuals, which requires coordination with Quneitra Governorate to reach them (Yes/No)",is Admin1 Capital,is Admin 3 Capital
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Ariha,أريحا,SY0705,Ariha,مركز أريحا,SY070500,Al Kfeer,الكفير,C8380,Al Kfeer,الكفير - مركز أريحا,C8380,Community,18/08/2020,35.839891,36.500225,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Ariha,أريحا,SY0705,Ariha,مركز أريحا,SY070500,Al Maljaa,الملجأ,C8381,Al Maljaa,الملجأ,C8381,Community,18/08/2020,35.776098,36.60276,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Ariha,أريحا,SY0705,Ariha,مركز أريحا,SY070500,Segata,سيغاتا,C8382,Segata,سيغاتا - مركز أريحا,C8382,Community,18/08/2020,35.730155,36.648506,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Ariha,أريحا,SY0705,Mhambal,محمبل,SY070502,Al qonfud,القنفد,C8383,Al qonfud,القنفد,C8383,Community,18/08/2020,35.798922,36.417307,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Ariha,أريحا,SY0705,Mhambal,محمبل,SY070502,Hila Dam,سد حيلا,C8384,Hila Dam,سد حيلا,C8384,Community,18/08/2020,35.852396,36.495533,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Jisr-Ash-Shugur,مركز جسر الشغور,SY070400,Al Sheakh Ibrahim,الشيخ ابراهيم,C8385,Al Sheakh Ibrahim,الشيخ ابراهيم,C8385,Community,18/08/2020,35.873753,36.393017,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Jisr-Ash-Shugur,مركز جسر الشغور,SY070400,Al Enabiat,العنابيات,C8386,Al Enabiat,العنابيات,C8386,Community,18/08/2020,35.885312,36.37824,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Jisr-Ash-Shugur,مركز جسر الشغور,SY070400,Al Marj Al Akhdar,المرج الأخضر,C8387,Al Marj Al Akhdar,المرج الأخضر,C8387,Community,18/08/2020,35.777347,36.30254,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Jisr-Ash-Shugur,مركز جسر الشغور,SY070400,eyn albarda,عين الباردة,C8388,eyn albarda,عين الباردة - مركز جسر الشغور,C8388,Community,18/08/2020,35.817097,36.338113,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Jisr-Ash-Shugur,مركز جسر الشغور,SY070400,Mazraet Al Baseel,مزرعة الباسل,C8389,Mazraet Al Baseel,مزرعة الباسل,C8389,Community,18/08/2020,35.792335,36.327519,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Jisr-Ash-Shugur,مركز جسر الشغور,SY070400,Mazraet al hammam,مزرعة الحمام,C8390,Mazraet al hammam,مزرعة الحمام,C8390,Community,18/08/2020,35.816322,36.412957,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Jisr-Ash-Shugur,مركز جسر الشغور,SY070400,Mazraet Al Haj Hammoud,مزرعة حاج حمود,C8391,Mazraet Al Haj Hammoud,مزرعة حاج حمود,C8391,Community,18/08/2020,35.838057,36.309845,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Jisr-Ash-Shugur,مركز جسر الشغور,SY070400,Mazraet Qatroun,مزرعة قطرون,C8392,Mazraet Qatroun,مزرعة قطرون,C8392,Community,18/08/2020,35.830088,36.303625,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Jisr-Ash-Shugur,مركز جسر الشغور,SY070400,Shekhep,الشغيب,C8393,Shekhep,الشغيب,C8393,Community,18/08/2020,35.847517,36.24203,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Jisr-Ash-Shugur,مركز جسر الشغور,SY070400,Mashta Al Ateq,مشتى العتق,C8394,Mashta Al Ateq,مشتى العتق,C8394,Community,18/08/2020,35.883299,36.364037,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Badama,بداما,SY070401,Badriyeh,البدرية,C8395,Badriyeh (Badama),البدرية,C8395,Community,18/08/2020,35.837082,36.19822,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Badama,بداما,SY070401,al Swedeh,السويدية,C8396,al Swedeh,السويدية - بداما,C8396,Community,18/08/2020,35.7701,36.21983,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Badama,بداما,SY070401,Badama Al Sagheera,بداما صغيرة,C8398,Badama Al Sagheera,بداما صغيرة,C8398,Community,18/08/2020,35.81931,36.21353,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Badama,بداما,SY070401,Bstan Al Harah,بستان الحارة,C8399,Bstan Al Harah,بستان الحارة,C8399,Community,18/08/2020,35.902618,36.184959,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Badama,بداما,SY070401,Ain Al Hour,عين الحور,C8401,Ain Al Hour,عين الحور - بداما,C8401,Community,18/08/2020,35.837726,36.183395,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Badama,بداما,SY070401,Ain Qwaq,عين قواق,C8402,Ain Qwaq,عين قواق,C8402,Community,18/08/2020,35.90826,36.179511,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Badama,بداما,SY070401,Mazraet Bait Soufat,مزرعة بيت صوفات,C8403,Mazraet Bait Soufat,مزرعة بيت صوفات,C8403,Community,18/08/2020,35.915456,36.185674,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Darkosh,دركوش,SY070402,Al Tanareh,التنارية,C8404,Al Tanareh,التنارية,C8404,Community,18/08/2020,35.954548,36.436092,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Darkosh,دركوش,SY070402,Al Dwessat,الدويسات,C8405,Al Dwessat,الدويسات,C8405,Community,18/08/2020,35.988588,36.379175,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Darkosh,دركوش,SY070402,Al Rasem,الرسم,C8406,Al Rasem (Darkosh),الرسم - دركوش,C8406,Community,18/08/2020,35.908053,36.420155,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Darkosh,دركوش,SY070402,Al Msherfeh,المشيرفة,C8407,Al Msherfeh,المشيرفة - دركوش,C8407,Community,18/08/2020,35.929461,36.426959,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Darkosh,دركوش,SY070402,al Mansourah,المنصورة,C8408,al Mansourah,المنصورة - دركوش,C8408,Community,18/08/2020,35.963958,36.42374,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Darkosh,دركوش,SY070402,Tebat Alesm,طيبة الاسم,C8409,Tebat Alesm,طيبة الاسم - دركوش,C8409,Community,18/08/2020,35.921545,36.427147,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Darkosh,دركوش,SY070402,Mearana,معراتة,C8410,Mearana,معراتة - دركوش,C8410,Community,18/08/2020,36.027737,36.418136,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Darkosh,دركوش,SY070402,Magaret al Beda,مغارة البيضا,C8411,Magaret al Beda,مغارة البيضا,C8411,Community,18/08/2020,35.976858,36.427904,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Janudiyeh,الجانودية,SY070403,Al Shaqeh,السحاقية,C8412,Al Shaqeh,السحاقية,C8412,Community,18/08/2020,35.90305,36.3052,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Janudiyeh,الجانودية,SY070403,Said Swoed Upper,سعد سعود فوقاني,C8415,Said Swoed Upper,سعد سعود فوقاني,C8415,Community,18/08/2020,35.951723,36.300823,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Janudiyeh,الجانودية,SY070403,Said Swoed Lower,سعد مسعود تحتاني,C8416,Said Swoed Lower,سعد مسعود تحتاني,C8416,Community,18/08/2020,35.964206,36.312086,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Janudiyeh,الجانودية,SY070403,Mazraet Al Qadereh,مزارع القادرية,C8418,Mazraet Al Qadereh,مزارع القادرية,C8418,Community,18/08/2020,35.892386,36.319132,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Jisr-Ash-Shugur,جسر الشغور,SY0704,Janudiyeh,الجانودية,SY070403,Mazraet Haj Khalil,مزرعة حاج خليل,C8419,Mazraet Haj Khalil,مزرعة حاج خليل,C8419,Community,18/08/2020,35.895996,36.304053,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Harim,حارم,SY0703,Dana,دانا,SY070301,Al Khaldieh,الخالدية,C8420,Al Khaldieh,الخالدية - دانا,C8420,Community,18/08/2020,36.248176,36.716162,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Harim,حارم,SY0703,Dana,دانا,SY070301,Gelah,قيلا,C8421,Gelah,قيلا,C8421,Community,18/08/2020,36.334598,36.748521,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Harim,حارم,SY0703,Salqin,سلقين,SY070302,Ashrafia/Madlousah,الاشرفية / المدلوسة,C8423,Ashrafia/Madlousah,الاشرفية / المدلوسة,C8423,Community,18/08/2020,36.208095,36.397499,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Harim,حارم,SY0703,Salqin,سلقين,SY070302,Al Balat,البلاط,C8424,Al Balat,البلاط - سلقين,C8424,Community,18/08/2020,36.036388,36.429431,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Harim,حارم,SY0703,Salqin,سلقين,SY070302,Qamshleih,القامشلية,C8425,Qamshleih,القامشلية - سلقين,C8425,Community,18/08/2020,36.20263,36.412428,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Harim,حارم,SY0703,Salqin,سلقين,SY070302,Al Magarah,المغارة,C8426,Al Magarah,المغارة - سلقين,C8426,Community,18/08/2020,36.168921,36.404318,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Harim,حارم,SY0703,Salqin,سلقين,SY070302,Magaret Hory,مغارة هوري,C8427,Magaret Hory,مغارة هوري,C8427,Community,18/08/2020,36.032263,36.420395,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Harim,حارم,SY0703,Qourqeena,قورقينا,SY070304,Al Marzooq,المزوق,C8428,Al Marzooq,المزوق,C8428,Community,18/08/2020,36.226649,36.5702,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Harim,حارم,SY0703,Qourqeena,قورقينا,SY070304,Khirbet Hassan,خربة حسن,C8429,Khirbet Hassan,خربة حسن - قورقينا,C8429,Community,18/08/2020,36.19043,36.617716,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Harim,حارم,SY0703,Armanaz,أرمناز,SY070305,Tal Al dweer,تل الدوير,C8431,Tal Al dweer,تل الدوير,C8431,Community,18/08/2020,36.040735,36.528484,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Harim,حارم,SY0703,Armanaz,أرمناز,SY070305,Al Wastania,الةسطانيه,C8432,Al Wastania,الةسطانيه,C8432,Community,18/08/2020,35.947522,36.449182,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Saraqab,سراقب,SY070003,Al Dahereh,الضاهرية,C8433,Al Dahereh,الضاهرية - سراقب,C8433,Community,18/08/2020,35.928277,36.867777,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Saraqab,سراقب,SY070003,Gamhaneh,قمحانة,C8434,Gamhaneh,قمحانة - سراقب,C8434,Community,18/08/2020,35.774605,36.800583,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Maaret Tamsrin,معرة تمصرين,SY070005,Maarbouneh,معربونة,C8435,Maarbouneh,معربونة - معرة تمصرين,C8435,Community,18/08/2020,36.058047,36.622936,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Maaret Tamsrin,معرة تمصرين,SY070005,As-Sanmah,السنامه,C8436,As-Sanmah,السنامه,C8436,Community,18/08/2020,35.999167,36.624849,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Maaret Tamsrin,معرة تمصرين,SY070005,Arshin,ارشين,C8437,Arshin,ارشين,C8437,Community,18/08/2020,36.069542,36.614,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Maaret Tamsrin,معرة تمصرين,SY070005,Bir Al Tayeb,بيرالطيب,C8438,Bir Al Tayeb,بيرالطيب,C8438,Community,18/08/2020,36.009792,36.569887,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Sarmin,سرمين,SY070006,Al Salheeh,الصالحية,C8439,Al Salheeh,الصالحية - سرمين,C8439,Community,18/08/2020,35.90275,36.777737,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Idleb,مركز إدلب,SY0700,Sarmin,سرمين,SY070006,Maaret Alia,معارة عليا,C8440,Maaret Alia,معارة عليا,C8440,Community,18/08/2020,35.885408,36.753685,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Ma'arrat An Nu'man,مركز معرة النعمان,SY070200,Al Swamee,الصوامع,C8441,Al Swamee,الصوامع,C8441,Community,18/08/2020,35.707413,36.759244,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Sanjar,سنجار,SY070202,Umm Al Halahel,ام الهلاهيل,C8442,Umm Al Halahel,ام الهلاهيل,C8442,Community,18/08/2020,35.575265,36.96242,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Sanjar,سنجار,SY070202,Um Khshoof,ام خشوف,C8443,Um Khshoof,ام خشوف,C8443,Community,18/08/2020,35.568345,37.136389,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Sanjar,سنجار,SY070202,Um Muelatt Al Shamalih,ام مويلات شمالية,C8444,Um Muelatt Al Shamalih,ام مويلات شمالية,C8444,Community,18/08/2020,35.668477,36.996121,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Kafr Nobol,كفر نبل,SY070203,Al Zenkar,الزنكار,C8445,Al Zenkar,الزنكار,C8445,Community,18/08/2020,35.548007,36.430315,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Kafr Nobol,كفر نبل,SY070203,Hassaneh,حسانة,C8446,Hassaneh,حسانة,C8446,Community,18/08/2020,35.542988,36.487722,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Kafr Nobol,كفر نبل,SY070203,Derouna,ديرونة,C8447,Derouna,ديرونة - كفر نبل,C8447,Community,18/08/2020,35.550174,36.402739,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Kafr Nobol,كفر نبل,SY070203,Stouh Al Daeer,سطوح الدير,C8448,Stouh Al Daeer,سطوح الدير,C8448,Community,18/08/2020,35.491512,36.498921,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Kafr Nobol,كفر نبل,SY070203,Maeer Tamouhes,معرتموخص,C8449,Maeer Tamouhes,معرتموخص,C8449,Community,18/08/2020,35.631603,36.521515,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Kafr Nobol,كفر نبل,SY070203,Fatatra,الفطاطره,C8450,Fatatra,الفطاطره,C8450,Community,18/08/2020,35.589392,36.404844,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Tamanaah,التمانعة,SY070204,Al Tadammon,التضامن,C8451,Al Tadammon,التضامن - التمانعة,C8451,Community,18/08/2020,35.490428,36.778041,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Tamanaah,التمانعة,SY070204,Tall Kharneeh,تل خزنة,C8452,Tall Kharneeh,تل خزنة - التمانعة,C8452,Community,18/08/2020,35.547768,36.919474,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Heish,حيش,SY070205,Al Hadeetheh,الحديثة,C8453,Al Hadeetheh,الحديثة,C8453,Community,18/08/2020,35.570063,36.711583,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Heish,حيش,SY070205,Al Saleheh,الصالحية,C8454,Al Saleheh (Heish),الصالحية - حيش,C8454,Community,18/08/2020,35.548554,36.684948,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Heish,حيش,SY070205,Jubala Al Sharqeeh,جبالا الشرقية,C8455,Jubala Al Sharqeeh,جبالا الشرقية,C8455,Community,18/08/2020,35.509512,36.646885,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Heish,حيش,SY070205,Kafer Mazda,كفرمزدا,C8456,Kafer Mazda,كفرمزدا,C8456,Community,18/08/2020,35.516167,36.629585,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Idleb,إدلب,SY07,Al Ma'ra,معرة النعمان,SY0702,Heish,حيش,SY070205,Mazraet Ghanoum,مزرعة غنوم,C8457,Mazraet Ghanoum,مزرعة غنوم,C8457,Community,18/08/2020,35.560618,36.670671,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Quamishli,مركز القامشلي,SY080200,Na'matia,نعماتية,C8458,Namatia,نعماتية,C8458,Community,18/08/2020,37.050111,41.321025,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Quamishli,مركز القامشلي,SY080200,Tell Sattih,تل سطيح,C8459,Tell Sattih,تل سطيح,C8459,Community,18/08/2020,36.86775,41.25171,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Quamishli,مركز القامشلي,SY080200,Jilbarat Fawqani,جلبرات فوقاني,C8460,Jilbarat Fawqani,جلبرات فوقاني,C8460,Community,18/08/2020,36.88334,41.22334,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Quamishli,مركز القامشلي,SY080200,Tall Dahab,تل ذهب,C8461,Tall Dahab,تل ذهب - مركز القامشلي,C8461,Community,18/08/2020,36.86746,41.15217,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Quamishli,مركز القامشلي,SY080200,Barku Tahtani,بركو تحتاني,C8462,Barku Tahtani,بركو تحتاني,C8462,Community,18/08/2020,36.88514,41.11666,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Quamishli,مركز القامشلي,SY080200,Al-Bajariyah,البجرية,C8463,Al-Bajariyah,البجرية,C8463,Community,18/08/2020,36.95463,41.2911,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Quamishli,مركز القامشلي,SY080200,Khirbet Jammo,خربة جمو,C8464,Khirbet Jammo (Quamishli),خربة جمو - مركز القامشلي,C8464,Community,18/08/2020,36.92357,41.23283,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Quamishli,مركز القامشلي,SY080200,Tall Muhammad,تل محمد,C8465,Tall Muhammad,تل محمد,C8465,Community,18/08/2020,36.91353,41.17944,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Quamishli,مركز القامشلي,SY080200,Ash Shammasiyah,الشماسية,C8466,Ash Shammasiyah,الشماسية,C8466,Community,18/08/2020,36.85476,41.20498,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Tal Hmis,تل حميس,SY080201,Khirbet Noura,خربة نورة,C8467,Khirbet Noura,خربة نورة,C8467,Community,18/08/2020,36.68402,41.39925,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Tal Hmis,تل حميس,SY080201,Khirbat al Naqa,خربة الناقة,C8468,Khirbat al Naqa,خربة الناقة - تل حميس,C8468,Community,18/08/2020,36.67498,41.32977,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Tal Hmis,تل حميس,SY080201,Mujadarah,مجدرة,C8469,Mujadarah,مجدرة,C8469,Community,18/08/2020,36.68145,41.34131,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Tal Hmis,تل حميس,SY080201,Al-Hamaniyat,الهمانيات,C8470,Al-Hamaniyat,الهمانيات,C8470,Community,18/08/2020,36.73066,41.27371,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Tal Hmis,تل حميس,SY080201,Tal al-Lahm,تل اللحم,C8471,Tal al-Lahm,تل اللحم,C8471,Community,18/08/2020,36.74648,41.22535,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Tal Hmis,تل حميس,SY080201,Tal Barda,تل الباردة,C8472,Tal Barda,تل الباردة,C8472,Community,18/08/2020,36.76168,41.24543,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Tal Hmis,تل حميس,SY080201,Idrisiyat,ادريسيات,C8473,Idrisiyat,ادريسيات,C8473,Community,18/08/2020,36.76545,41.28077,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Tal Hmis,تل حميس,SY080201,Henoa,الحنوة,C8474,Henoa,الحنوة,C8474,Community,18/08/2020,36.73581,41.40147,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Tal Hmis,تل حميس,SY080201,Salihiyat Harb,صالحيات حرب,C8475,Salihiyat Harb (Tal Hmis),صالحيات حرب - تل حميس,C8475,Community,18/08/2020,36.76807,41.33533,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Tal Hmis,تل حميس,SY080201,Hulwah,حلوة,C8476,Hulwah,حلوة - تل حميس,C8476,Community,18/08/2020,36.78049,41.34361,No,No,No
Syrian Arab Republic,الجمهورية العربية السورية,SY,Al-Hasakeh,الحسكة,SY08,Quamishli,القامشلي,SY0802,Tal Hmis,تل حميس,SY080201,Tuwayyil,طويل,C8477,Tuwayyil,طويل - تل حميس,C8477,Community,18/08/2020,36.89058,41.2977,No,No,No
